Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,ecg_id,segment_id,label
0.29711533,-3.89393,-2.2739167,-2.7811317,2.61501,-1.4998487,-1.3976219,1.0461968,-1.460165,-1.5365818,1.3801335,-2.9625826,-0.19203018,-0.9203255,0.501994,98,seg_4a6s,NORM
0.4302802,-3.98744,-1.9694911,-3.0129836,3.1572516,-1.4794037,-1.565692,0.80583143,-1.6296263,-1.9162261,1.4070599,-3.224533,0.2340094,-0.5741534,0.56067896,98,seg_6a8s,NORM
0.57701194,-3.8794944,-1.7578316,-2.9177039,3.1906605,-1.4951622,-1.5253975,0.9541993,-1.8107421,-2.3469799,1.5327978,-3.0365472,0.2346387,-0.72461426,0.6665851,98,seg_8a10s,NORM
-0.7917644,-4.162085,-2.5865507,-0.4859187,3.1530263,-1.6395465,-0.3294146,-0.6978546,-1.5832951,-2.2215347,1.3965659,-5.573754,-1.962815,-1.2477624,-0.87146485,99,seg_0a2s,NORM
-1.0475231,-4.011705,-2.0108552,0.28788686,4.6687303,-1.458787,-1.1457598,0.17668894,-1.5964699,-1.5409964,0.77837735,-5.5451956,-1.9052918,-0.5184069,-0.6580248,99,seg_2a4s,NORM
-0.12223093,-3.966751,-3.165215,-0.5128094,4.8999524,-1.8593435,-0.8719254,-0.26679048,-2.388383,-2.6434584,0.8349135,-6.0519753,-2.0505695,-0.36764222,-1.0775812,99,seg_4a6s,NORM
-0.75032216,-4.0135193,-2.7089753,-0.58311695,3.2505314,-1.5434997,-0.5716863,-0.80460376,-1.4639099,-2.1883173,1.4554476,-5.451018,-1.9295983,-1.2345134,-0.89587474,99,seg_6a8s,NORM
-0.78678244,-4.154005,-2.6717887,-0.5803604,3.4315073,-1.4913129,-0.58304,-0.7592934,-1.4975579,-2.4014192,1.4126885,-5.639069,-1.9745256,-1.1746794,-0.9183924,99,seg_8a10s,NORM
-0.25210387,-3.1630697,-2.684052,-0.41686845,4.005636,-0.09716618,-0.33877802,-0.1617018,-0.9351737,-3.757928,-0.014997788,-2.8997169,-0.36700052,0.26418602,-0.10241121,100,seg_0a2s,NORM
-0.6133103,-3.4212286,-2.1359143,-0.16771051,4.262417,0.24356616,-0.6917952,0.04209712,-0.11930242,-3.359475,-0.11764211,-2.5793464,0.051555634,0.20190203,0.51229787,100,seg_2a4s,NORM
-0.5763817,-3.269574,-2.169363,-0.22017506,4.087947,0.21496288,-0.60084206,-0.076686054,-0.10937065,-3.2319465,-0.16368335,-2.5217035,0.09072867,0.2980386,0.5219232,100,seg_4a6s,NORM
-1.1991466,-4.054438,-1.777611,-0.24328807,4.7857533,0.40515095,-0.67359865,0.45358676,-0.094955504,-3.267103,-0.5284143,-2.639501,0.14556558,0.3354506,0.9457834,100,seg_6a8s,NORM
-0.39792565,-2.8572993,-2.5473032,-0.15928093,3.5048504,0.14299785,-0.09832447,-0.029841945,-0.76054394,-3.4008229,0.0123249665,-2.357831,-0.08899752,0.15828511,0.15309815,100,seg_8a10s,NORM
-0.907293,-4.1952405,-3.2135224,-0.8736384,2.7619476,-1.7196444,0.457029,2.5253274,-0.20403501,-2.704011,0.892041,-4.1633387,-1.0526627,-0.71376,-0.72081065,101,seg_0a2s,NORM
-0.95254487,-4.0737696,-3.2619185,-0.89231265,2.9830694,-1.5983253,0.420292,2.533603,-0.32514626,-2.7437387,0.93798196,-4.376412,-1.0834562,-0.7009604,-0.62463367,101,seg_2a4s,NORM
-0.16728547,-3.4664729,-3.2523708,-0.6148459,4.226016,-1.6605263,0.2429764,2.7752488,-0.8542954,-2.8800914,0.48408654,-4.197993,-0.6387968,-0.012178928,-0.85663927,101,seg_4a6s,NORM
-0.92554843,-4.2008343,-3.367096,-1.0335817,3.0865903,-1.6771665,0.24120316,2.5548136,-0.40984738,-2.5467763,0.9193665,-4.414662,-1.2128282,-0.7891933,-0.6429088,101,seg_6a8s,NORM
-1.2034041,-3.961515,-2.9904795,-0.4016754,4.203888,-1.4656876,0.21005309,3.347928,-0.52309847,-2.1932092,0.19275606,-4.342424,-0.9172707,-0.033266485,-0.5401225,101,seg_8a10s,NORM
-1.0071572,-3.301042,-2.7729068,-1.3131592,6.0842247,-0.9059763,0.97660613,4.7002745,-1.4989266,-4.527133,0.44933185,-5.4166574,-0.670558,-0.108491465,-0.518085,102,seg_0a2s,STTC
-0.416606,-3.286761,-3.3363967,-2.8297315,5.234256,-0.90928733,1.2526139,3.6325266,-1.3521302,-5.5807323,0.41378728,-5.295089,-1.0837355,-0.28787684,-0.5875778,102,seg_2a4s,STTC
-0.3797035,-3.3398683,-3.2875152,-2.8505206,5.114121,-0.93779266,1.2583213,3.6409814,-1.2973571,-5.4223533,0.39253238,-5.143394,-1.013537,-0.33275265,-0.4901695,102,seg_4a6s,STTC
-0.72536105,-3.5776587,-2.9858603,-2.3203976,6.310238,-0.98989,0.9610765,4.6799564,-1.5932224,-4.8704405,-0.18221894,-5.0281963,-0.6515076,0.28088394,-0.05845402,102,seg_6a8s,STTC
-1.278698,-3.106693,-2.6303296,-1.3049183,5.5797677,-1.2067481,0.8476839,4.7357597,-1.3016517,-3.9626226,0.6580544,-4.82928,-0.6060112,-0.23654877,-0.29796457,102,seg_8a10s,STTC
-0.3274369,-1.5208853,-4.842552,-0.41939217,3.9553359,0.6128643,0.17554572,1.5814631,-1.7419956,-3.7342296,0.16387504,-3.2059648,-0.35756308,0.7115101,0.3209932,103,seg_0a2s,MI
-0.71638817,-2.2603583,-4.317906,-0.6300313,2.762569,0.49602294,1.0206461,1.609379,-1.1906941,-4.471963,0.47302285,-3.6001484,-0.266881,0.4220248,0.6062708,103,seg_2a4s,MI
-0.32054442,-1.3426698,-4.396756,0.13019115,3.619901,0.41646692,0.38829735,1.7569504,-1.4096572,-3.6561685,0.43244967,-3.218024,-0.13434449,0.69125974,0.31365597,103,seg_4a6s,MI
-0.6155704,-2.1418443,-4.9426403,-1.0043869,2.896877,0.56276286,1.0485892,1.3203468,-1.4948571,-4.5223103,0.32702264,-3.5750651,-0.4303527,0.41064167,0.53695905,103,seg_6a8s,MI
-0.22364311,-1.3976345,-4.348374,-0.14145356,3.6768386,0.2789285,0.3493515,1.506717,-1.2574575,-3.395352,0.01689192,-3.202914,-0.3971874,0.84576374,0.29353893,103,seg_8a10s,MI
-1.4529419,-5.1744094,-2.7365603,-1.2099566,4.142669,-1.0360199,-1.0088115,2.2025807,1.3164229,-3.225198,0.023570433,-3.3201504,-0.6371024,0.09846172,0.7526728,104,seg_0a2s,NORM
-0.8380849,-4.7543044,-3.2450762,-1.4206293,2.284066,-1.1776115,-0.6685481,1.1861111,1.1055694,-3.5732079,1.1699461,-3.087565,-0.8590886,-0.94378924,0.29863015,104,seg_2a4s,NORM
-0.9054086,-4.814239,-3.3789597,-1.552537,2.1486259,-1.4075273,-0.58749694,1.1339362,0.9648806,-3.5564883,1.1353257,-3.02531,-0.8927957,-0.8639579,0.24117023,104,seg_4a6s,NORM
-0.73903066,-4.729023,-3.0643678,-1.440937,2.4579835,-1.3140217,-0.8235666,0.9632597,1.3211606,-3.7092073,1.1696669,-3.0812986,-0.75711006,-0.82585573,0.338145,104,seg_6a8s,NORM
-1.2897452,-4.5146194,-3.517136,-1.4765489,2.6037195,-1.1886573,-0.84999484,1.4118025,0.22775586,-4.487393,1.4358596,-3.0647137,-1.3998454,-1.0286576,-0.6042775,104,seg_8a10s,NORM
-0.4240649,-4.6484456,-2.0434234,-1.3288474,4.625389,-1.7439787,0.81090564,1.289869,-1.9443572,-3.6434917,-0.047555953,-6.168785,-1.5043968,0.03886488,-1.3937658,105,seg_0a2s,NORM
-0.13537489,-4.4469757,-1.9030143,-1.2731807,4.896797,-1.6808697,0.8780588,0.9201443,-1.7452042,-3.770521,-0.06013225,-5.950024,-1.2880207,-0.07323171,-1.0588344,105,seg_2a4s,NORM
-1.3577987,-4.783345,-1.7419606,-0.91233474,4.4198155,-1.1285875,0.8467866,1.8213832,-1.481714,-3.307845,-0.10758945,-5.815534,-1.2336222,0.031895906,-0.9846196,105,seg_4a6s,NORM
-0.403275,-3.898735,-2.957498,-1.0413222,5.3878627,-1.4754773,0.5016733,2.2633495,-2.3176284,-3.3598027,-0.3028095,-5.9784136,-1.1571121,0.79140365,-0.89244664,105,seg_6a8s,NORM
-0.10067707,-4.3943095,-2.8331132,-1.6774607,4.367944,-1.7190671,0.69343877,1.3097546,-1.7643187,-3.761694,0.22025755,-6.0486298,-0.9909382,0.3607701,-0.87256396,105,seg_8a10s,NORM
0.5978746,-3.3667448,-1.7682816,-1.8280435,4.165493,-1.2769945,0.005625792,0.60065967,-0.5187754,-5.5537825,0.6539546,-5.6877437,-1.913666,-0.40160453,0.38714257,106,seg_0a2s,MI
0.7587161,-2.963045,-1.3583126,-1.4428358,4.056878,-1.2611847,-0.80203956,0.31133568,-0.032782152,-4.9088173,1.0648638,-4.9125104,-1.6731164,-0.71873844,0.3612488,106,seg_2a4s,MI
-0.24545954,-2.7021425,-1.799468,-1.334935,2.5105262,-0.87967527,0.5222864,1.1692419,-0.3904823,-4.34277,0.8829611,-4.5761814,-1.7656207,-0.6692497,0.15096784,106,seg_4a6s,MI
0.9178815,-3.153669,-1.6122624,-1.934438,4.3539805,-1.1202118,-0.56926566,0.35579038,-0.30710012,-5.5909534,0.660006,-5.2818437,-1.7403404,-0.31614172,0.484836,106,seg_6a8s,MI
-3.328429,-3.6728375,-3.850819,-1.5966682,-1.2912518,-0.938884,5.042971,3.4801834,-2.4560297,-4.6330004,0.7782406,-4.87972,-2.4643793,-1.6844487,-0.48483548,106,seg_8a10s,MI
-0.23494563,-2.5634732,-3.0913324,-0.73070186,2.493584,0.26573578,-0.039277323,0.8156767,0.21555829,-3.159505,0.07991826,-1.5583215,0.2205353,0.17733432,0.3908623,107,seg_0a2s,NORM
-1.2141446,-3.1590018,-2.920281,-0.7257704,2.6266763,0.7227284,0.15196544,1.5442933,0.27409515,-2.9735124,-0.42636573,-1.6814958,0.22668959,0.45076644,0.78537095,107,seg_2a4s,NORM
-0.26294145,-2.654535,-3.1621418,-0.84261096,2.4988902,0.32249495,0.08747276,1.0438732,0.094706014,-3.4399257,0.080309115,-1.6193231,0.2960133,0.2422623,0.36731327,107,seg_4a6s,NORM
-0.2458827,-2.645153,-3.29528,-0.7272106,2.50607,0.27792946,-0.18854627,0.99166715,0.089512005,-3.3030188,0.26569906,-1.6216354,0.2125736,0.13618149,0.3648421,107,seg_6a8s,NORM
-1.1838984,-3.0262914,-2.9959416,-0.83291805,2.727598,0.9186752,0.19776732,1.4598528,0.15542565,-3.2168863,-0.5032558,-1.6322227,0.20404522,0.48136342,0.75957894,107,seg_8a10s,NORM
-0.46376866,-3.471789,-3.0245275,-0.8850935,3.9736655,-1.3418673,0.9656681,2.4597936,-1.8061495,-3.5910428,-0.63866323,-3.18832,-0.9254069,0.3776673,-0.83661616,108,seg_0a2s,NORM
-0.4039712,-3.1835744,-2.7716112,-0.75564086,4.135983,-1.1141127,1.2893229,2.3320773,-1.8614371,-3.9695215,-0.646852,-3.1665127,-0.6901167,0.38958055,-0.7407694,108,seg_2a4s,NORM
-0.43315107,-3.268841,-2.9044232,-0.9354889,4.0276775,-1.101368,1.072047,2.536417,-1.8139787,-3.9157267,-0.558946,-3.1708293,-0.58929205,0.53129554,-0.87088513,108,seg_4a6s,NORM
-0.46759868,-3.217845,-2.921772,-0.8974566,4.020959,-1.0703439,1.1444839,2.4875538,-1.7939808,-3.8599184,-0.6434008,-3.0671506,-0.7118439,0.4235959,-0.776582,108,seg_6a8s,NORM
-0.41511074,-3.206229,-3.0249581,-1.0097675,4.0167,-1.0530485,1.1297998,2.4778,-1.9054515,-3.8863816,-0.7399059,-3.0533233,-0.83705497,0.43912548,-0.7347696,108,seg_8a10s,NORM
-1.3487688,-2.2031455,-1.9730859,0.041971885,3.3966844,0.17984672,-0.09453793,0.9014803,0.06791168,-2.263773,0.57002586,-2.9244883,-0.104385905,-0.15177636,-0.09400949,109,seg_0a2s,NORM
-0.44708404,-1.9734215,-2.3072853,-0.17877379,3.2848325,-0.27268133,-0.031877965,0.50387484,-0.34791258,-3.1637392,0.8022301,-3.0744107,-0.15588394,-0.020749494,-0.549983,109,seg_2a4s,NORM
-1.9075242,-2.436569,-1.9898764,-0.18110967,3.3858252,0.38654324,0.35205084,1.2041587,-0.031135932,-2.068293,-0.007467501,-3.0264502,-0.35130537,0.05081837,0.19515198,109,seg_4a6s,NORM
-0.649778,-2.0825145,-2.3097157,-0.1908479,3.3530107,-0.19105214,-0.12716267,0.6221984,-0.2579452,-2.8927214,0.6945124,-3.115628,-0.19958949,0.030290186,-0.34332183,109,seg_6a8s,NORM
-1.4929023,-2.2830954,-1.7657212,0.28487113,3.2108848,0.12593818,0.011177145,1.2013022,-0.00967221,-2.349089,0.6365249,-2.94586,-0.12786987,-0.13973121,-0.12149495,109,seg_8a10s,NORM
-1.2219456,-2.1840332,-2.1341388,-0.64767253,3.0210032,0.12559958,-0.9600698,1.3814285,0.33740887,-1.0793787,0.15418604,-2.690657,-0.97511077,-0.14646028,0.2875063,110,seg_0a2s,NORM
-0.12790987,-1.5150617,-2.7495317,-1.1119545,2.9713984,-0.05797133,-0.91781527,0.556042,-0.083118066,-1.7024189,0.16974735,-2.5523493,-1.1656728,-0.12797324,0.059139132,110,seg_2a4s,NORM
-1.0121329,-2.205797,-1.9244618,-0.5701054,3.180468,-0.05531439,-1.2396268,1.3770608,0.40313965,-1.3573574,0.39930135,-2.7082124,-0.8204094,-0.10860829,0.21837616,110,seg_4a6s,NORM
-1.1674753,-2.2537518,-2.5177565,-0.86793995,3.1271863,0.16938755,-1.1093602,1.2847388,0.06911867,-1.2811525,0.007127527,-2.7338405,-1.2298464,-0.059051245,0.2873003,110,seg_6a8s,NORM
-1.9009634,-2.9742503,-1.9115797,-0.8434571,3.5941796,0.3740685,-0.97912455,1.7356701,0.27125448,-0.9426923,-0.49294668,-2.7968965,-1.099953,0.010061547,0.7627014,110,seg_8a10s,NORM
-0.4443041,-2.8690624,-3.1015172,-1.0348234,3.2583973,0.48112014,0.18145454,1.3359236,0.028977297,-3.3595836,-0.36605138,-2.878829,0.109041154,0.6612365,1.6253762,111,seg_0a2s,NORM
0.0733688,-2.6755676,-3.434165,-1.419214,1.8396884,0.24916248,0.32225144,0.08889258,0.16967505,-3.8468232,0.64091957,-2.57677,0.022292592,-0.3088926,1.277787,111,seg_2a4s,NORM
0.15096639,-2.3140223,-2.8626099,-0.6873756,3.226339,0.25337344,-0.32184547,0.9181329,0.19266054,-3.3693922,0.3004024,-2.5766056,0.3028711,0.27881432,1.4631063,111,seg_4a6s,NORM
0.8623396,-2.2124958,-3.3159547,-1.0049143,3.3175223,-0.105642825,-0.38586676,0.36856478,0.051255807,-3.888833,0.33315656,-2.7290277,0.2204896,0.434628,1.2151755,111,seg_6a8s,NORM
-0.37206283,-2.524268,-3.1852956,-1.0638146,3.228445,0.5836624,-0.012028724,1.0456419,0.0577401,-3.0789976,-0.33901384,-2.5869324,0.06783004,0.5533319,1.6834012,111,seg_8a10s,NORM
-1.0442499,-2.9593844,-3.1754246,-0.59098333,2.799531,0.070264235,0.102393456,1.3849013,-1.3546989,-5.151632,2.1148736,-3.722447,-0.4180959,-1.0745255,-0.1907233,112,seg_0a2s,NORM
-0.52225024,-2.647812,-2.9859328,-0.1181104,4.5200315,0.18365847,-0.73128617,1.8024857,-1.6791017,-5.1094456,1.5534476,-3.8442245,-0.23326825,-0.2250431,-0.18565878,112,seg_2a4s,NORM
-1.5900137,-3.014375,-2.702517,0.042743016,4.607327,0.5873143,-0.39154792,2.2183092,-1.4169495,-4.302148,0.9731717,-3.9542394,-0.306565,-0.07843314,0.07887661,112,seg_4a6s,NORM
-0.5840298,-2.5238197,-3.1571054,-0.14287138,3.9957638,0.084443465,-0.50980467,1.8678932,-1.5809205,-4.88496,1.5826374,-3.5762694,-0.28805673,-0.30053794,-0.20058784,112,seg_6a8s,NORM
-1.6779357,-3.4115944,-2.9522972,-0.2050893,4.993072,0.4705189,-0.6106594,2.3237154,-1.5932117,-4.4391465,1.0029751,-4.2276645,-0.3348052,-0.029007599,0.10713852,112,seg_8a10s,NORM
-1.7796553,-4.123626,-2.9481025,-0.87936395,6.678242,-1.176408,0.21911103,4.7027884,-2.2329214,-5.9789667,1.340759,-4.7155957,-0.48569715,-0.43791538,-2.2693655,113,seg_0a2s,NORM
-2.5360496,-4.4850802,-2.7600746,-0.96009463,5.2400875,-0.84505,0.5796122,3.9788003,-1.7537851,-5.5017476,1.5535396,-4.4677286,-0.72241926,-1.0843494,-2.0850682,113,seg_2a4s,NORM
-2.4138522,-4.3275743,-2.853726,-0.6186082,5.9643326,-1.2453475,0.2055113,4.972702,-1.7760401,-4.699833,1.0390571,-4.5080676,-0.7908265,-0.46159202,-2.0142598,113,seg_4a6s,NORM
-2.388928,-4.6794667,-2.4621153,-0.8980929,5.3906026,-1.0026201,0.22061601,3.9157844,-1.3618226,-5.4333806,1.6004698,-4.398217,-0.6520737,-1.0545725,-2.0355568,113,seg_6a8s,NORM
-2.283776,-4.4133267,-3.2184687,-1.1752119,4.56652,-1.2111992,0.6060234,4.3113723,-1.4875603,-5.4617796,1.7860727,-4.3321543,-0.7681729,-1.0922627,-2.0934289,113,seg_8a10s,NORM
-1.0918329,-4.7970757,-2.9304128,-1.343061,3.5328066,-1.5170892,-0.7553087,0.3880477,-0.038018912,-2.6532655,1.4093161,-4.7248664,-1.2295226,-1.202444,-0.3429086,114,seg_0a2s,NORM
-1.3030057,-4.9147415,-2.8652077,-0.9598784,3.2507584,-1.7522814,-0.58128494,0.62708306,0.0041929483,-2.6102412,1.6424258,-4.872822,-1.4032853,-1.4193871,-0.68117785,114,seg_2a4s,NORM
-0.83215547,-4.837514,-2.4832091,-1.1600304,3.7045867,-1.4566891,-0.86212295,0.0007828474,0.42187655,-2.7537208,1.2587087,-4.518184,-0.99128616,-1.143974,-0.41890147,114,seg_4a6s,NORM
-0.8834553,-4.650912,-3.271812,-1.0923388,5.0283704,-1.6704112,-1.0476933,1.1456852,-0.76583844,-2.7706327,0.8655267,-5.1152163,-1.268951,-0.43790042,-0.42531487,114,seg_6a8s,NORM
-1.8424138,-5.1295133,-2.2525783,-0.6063956,4.927306,-1.237709,-0.6027424,1.601165,0.06519235,-2.2424862,0.4602795,-4.780549,-0.85294044,-0.47004795,-0.12917879,114,seg_8a10s,NORM
-0.37243053,-3.9454012,-3.2080235,-2.362411,3.7590404,-2.2664638,-0.7219686,1.8470688,-0.32909834,-1.8586532,0.2797936,-4.9015594,-1.8483754,-0.043386966,-1.132775,115,seg_0a2s,NORM
-1.5284986,-4.115208,-2.2350545,-1.7502658,3.748271,-1.5505354,-0.6936479,2.2695386,0.29111326,-0.960848,-0.08042205,-4.4265633,-1.6277661,-0.113169506,-0.63018703,115,seg_2a4s,NORM
-0.74270827,-4.0135927,-2.5616646,-2.3615258,2.3260038,-2.00022,-0.4154194,1.1354251,0.5113722,-1.7664499,0.9764823,-4.414522,-1.6711192,-0.94224787,-1.0005116,115,seg_4a6s,NORM
-0.44719064,-4.0005736,-2.8352332,-2.3700976,4.00943,-2.106619,-0.8611832,1.8790972,-0.1361498,-1.8257359,0.03147181,-4.83088,-1.8628981,0.0776525,-0.9498414,115,seg_6a8s,NORM
-1.489521,-4.229166,-2.0407805,-1.5896461,3.5489197,-1.7152139,-0.6801397,2.275455,0.3938506,-0.955425,-0.016124133,-4.389723,-1.5905752,-0.095175564,-0.67452705,115,seg_8a10s,NORM
-0.7883649,-2.1082928,-3.5435,-0.09803274,3.482427,0.49510503,0.13929048,0.13851497,-0.43351275,-3.4614356,0.72674584,-2.8776546,0.18497778,-0.022743031,-0.15792963,116,seg_0a2s,STTC
-1.7428688,-2.3938942,-2.9580998,1.0868602,4.19449,0.43630505,0.22751555,1.9117517,-0.42015684,-2.7213774,0.5089226,-2.933784,0.6411316,0.42470503,-0.0099916905,116,seg_2a4s,STTC
-0.7436764,-2.1418457,-3.6316304,-0.2860659,3.6179593,0.4286781,-0.16801845,0.07791284,-0.43294185,-3.2506297,0.67376554,-2.998166,-0.05554101,-0.005712837,-0.16167095,116,seg_4a6s,STTC
-1.7991451,-2.863243,-2.6668477,0.44779053,3.5200083,0.6454724,0.22142291,0.98877907,0.16534567,-3.059602,0.6465141,-2.8582783,0.54319847,-0.03886634,0.32428128,116,seg_6a8s,STTC
-1.2743925,-2.672215,-3.1255493,-0.22326365,2.080494,0.6328314,0.53931326,-0.1294474,0.27604955,-3.6185503,1.3496282,-2.7168615,0.4137481,-0.76646423,0.15658405,116,seg_8a10s,STTC
-1.3484504,-2.9778357,-2.77326,-0.20924959,4.5906672,-0.07738745,0.97190917,2.7764592,-1.1297457,-4.3052454,-0.12737407,-3.0693238,0.17556728,0.5572928,-0.9932442,117,seg_0a2s,NORM
-1.2048091,-3.0367284,-3.2111673,-1.0327435,3.4452763,-0.035309136,1.3094838,1.878238,-0.9505299,-4.677671,0.37424445,-2.968074,0.007172033,-0.122822925,-0.9804206,117,seg_2a4s,NORM
-1.0706201,-3.2100568,-2.7497306,-0.900204,4.165649,0.12518272,0.89859796,1.620184,-0.7897275,-4.7440844,0.30221477,-3.0994391,0.1468352,-0.06930934,-0.6904365,117,seg_4a6s,NORM
-1.3380673,-3.0091798,-2.6949792,-0.41909683,5.0647535,0.1855035,0.632784,2.5940866,-0.8077828,-4.313309,-0.25944957,-2.820836,0.3824206,0.6180404,-0.6071676,117,seg_6a8s,NORM
-1.3615892,-2.7368443,-2.4842205,0.21201618,4.500026,-0.05269733,0.70364565,2.5491,-0.7826713,-3.6523383,0.14227286,-2.8173857,0.31784064,0.27919316,-0.8576747,117,seg_8a10s,NORM
-0.08152196,-3.1917062,-1.6374404,-1.2191644,2.6355338,-0.07818061,-0.28330716,-0.4915411,-0.074904025,-4.0000834,0.18570516,-2.721902,-0.81595516,-0.32878184,-0.111290306,118,seg_0a2s,NORM
0.05693908,-2.9490402,-1.7188588,-0.80952257,2.1749277,-0.16243348,-0.15635502,-0.6582255,0.12978837,-3.664431,0.49654374,-2.3609018,-0.46543324,-0.53366196,0.03963606,118,seg_2a4s,NORM
-0.017293915,-2.8431497,-2.4232483,-1.1821988,3.4524488,-0.51281536,-0.07849321,-0.050209716,-0.8350046,-3.011086,-0.8414389,-2.9634993,-1.4063461,0.34060925,-0.2516032,118,seg_4a6s,NORM
-1.3591261,-2.5795696,-2.640541,-0.17273208,1.7664824,0.13120003,0.982957,0.9136859,-0.92242473,-1.9328711,-0.50709236,-2.4624314,-1.1246356,-0.1329209,-0.14331144,118,seg_6a8s,NORM
-0.30538726,-2.8476398,-1.9674896,-2.1529555,4.19376,-0.10344738,0.038302623,-0.20515282,-0.08033641,-3.5498888,-2.2695396,-2.816767,-2.1033657,0.87752527,0.08768678,118,seg_8a10s,NORM
-1.2640945,-3.186023,-2.928019,-1.7488205,3.692065,0.5912725,1.5568502,2.5746012,-1.9957681,-5.02746,-0.85884774,-2.846375,-0.27807897,0.62455565,-0.47985455,119,seg_0a2s,NORM
-0.51387274,-3.0891593,-3.0230184,-1.6603761,3.1948724,0.524897,0.000761874,0.6885292,-0.3240054,-5.186361,0.8910137,-2.3105774,0.09977697,-0.65594906,-0.20828143,119,seg_2a4s,NORM
-0.55042434,-2.9919293,-2.5993147,-0.91654533,4.4525366,0.552914,-0.5032705,1.4558274,-0.5240367,-4.9650493,0.36617056,-2.234819,0.34151566,0.16500248,-0.36458066,119,seg_4a6s,NORM
-0.29389924,-2.5961008,-2.811646,-1.1832333,4.222603,0.22203135,-0.39433926,1.3420824,-0.32929236,-5.2120686,0.54750013,-2.4189456,0.06308645,0.10957451,-0.48368558,119,seg_6a8s,NORM
-1.1865549,-2.8551326,-2.6575475,-0.98863906,4.361958,0.6916913,-0.29120237,1.563738,-0.08122584,-4.14651,0.023186795,-2.3258,0.014340147,0.11705522,0.09724463,119,seg_8a10s,NORM
-0.12094739,-3.8305209,-2.7154002,-1.0958622,2.5466287,-0.76286316,-0.5894491,-0.3622359,0.33272627,-3.4259322,0.7720866,-2.6562626,-0.7751592,-0.88910365,0.32329002,120,seg_0a2s,NORM
-0.37788025,-3.9743354,-3.0448284,-1.2727735,2.2424815,-0.756274,-0.38588136,-0.0053327978,0.38497734,-3.0924172,0.6450786,-2.85453,-0.9500969,-0.84232056,0.41826856,120,seg_2a4s,NORM
0.011331901,-4.0028725,-2.5224066,-1.1432643,2.8445084,-0.70131063,-0.6865664,-0.33431885,0.4625123,-3.230861,0.731911,-2.8453147,-0.65739805,-0.97602344,0.43672872,120,seg_4a6s,NORM
-0.028748006,-3.777588,-2.7958655,-1.2913728,2.5441663,-0.6143452,-0.8204513,-0.34666798,0.40963402,-3.2812037,0.5976246,-2.6298845,-0.9314142,-0.7791379,0.45725128,120,seg_6a8s,NORM
-0.012622431,-3.807579,-2.7487993,-1.3204663,2.5613108,-0.8256779,-0.70939916,-0.38451913,0.61689824,-3.0962315,0.6178758,-2.8122156,-0.92780066,-0.8164512,0.43278113,120,seg_8a10s,NORM
-0.82183135,-2.9345853,-2.9000187,-1.1373644,3.97246,0.1416081,0.56444585,1.8174195,-1.0583014,-5.200376,0.33310625,-2.9176545,-0.14201419,0.12700081,-0.7087617,121,seg_0a2s,NORM
-0.91938806,-2.723474,-2.867845,-1.0314784,3.7263374,0.18325572,0.65517163,1.6839391,-0.95688015,-5.2027035,0.3393807,-2.6169844,-0.12586336,0.120506674,-0.8661345,121,seg_2a4s,NORM
-1.2712253,-2.6776624,-2.418335,0.19094792,4.547775,0.046022236,0.2820891,2.7568257,-0.85426754,-4.262584,0.28102702,-2.6440582,0.26365417,0.47628033,-0.7966342,121,seg_4a6s,NORM
-0.77951723,-2.8014572,-2.934466,-1.1687653,3.7485328,0.080073744,0.63253105,1.6367106,-0.9431544,-5.3099685,0.34600464,-2.6698172,-0.08647431,0.17152429,-0.873935,121,seg_6a8s,NORM
-0.7741972,-2.7474813,-2.7670197,-0.9915604,3.902856,0.07844727,0.40949836,1.6573472,-0.9229314,-5.287877,0.49605516,-2.6328611,-0.09177182,0.055247985,-0.8901622,121,seg_8a10s,NORM
-1.7265245,-3.8948946,-3.339096,-0.99364907,3.3666458,-0.02063939,0.24062577,1.7868557,-0.61340785,-2.6941173,-0.2707763,-3.18604,-0.5810576,0.1508357,0.35624537,123,seg_0a2s,NORM
-0.4915542,-3.5134523,-3.400186,-1.2619169,3.594967,-0.63191867,-0.18914708,0.8808428,-0.18637598,-2.9206421,0.071674146,-3.106299,-0.4316457,0.077237375,-0.08440858,123,seg_2a4s,NORM
-0.4297746,-3.5860443,-3.3600335,-1.4014211,3.8238773,-0.44485912,-0.31669492,0.8030304,-0.42228884,-3.213131,-0.07715044,-3.0722175,-0.51798236,0.13337383,-0.096116364,123,seg_4a6s,NORM
-1.0079453,-2.9969633,-3.2905502,0.12747383,3.8555405,-0.6149,-0.24241062,1.9633777,-0.6101014,-2.2527478,0.08025145,-3.0269325,-0.37184078,0.44336104,-0.23634791,123,seg_6a8s,NORM
-0.6885608,-3.3672624,-3.4494157,-1.1783116,3.3242095,-0.51850486,0.05094699,1.0404022,-0.36239088,-2.8285182,0.0036560148,-3.164409,-0.57089835,0.09886281,-0.04684806,123,seg_8a10s,NORM
0.11733945,-4.1804934,-2.1933331,-1.6981642,3.3155181,-0.22442266,0.23769927,-0.25668487,0.1113829,-4.6973414,-0.06068626,-3.2781067,-0.41952008,-0.30503422,0.27501342,124,seg_0a2s,NORM
